	Methanobacterium sp000499765	Methanobrevibacter_A smithii	Methanosphaera sp900322125	Granulicella sp. WH15	Actinomyces howellii	Actinomyces pacaensis	Arcanobacterium sp. 2701	Mycobacterium sp. MS1601	Tsukamurella tyrosinosolvens	Humibacter sp. WJ7-1	Glutamicibacter arilaitensis	Serinicoccus profundi	Micromonospora echinospora	Nocardioides marinisabuli	Nocardioides sp. S5	Propionibacterium acidifaciens	Allokutzneria albata	Amycolatopsis orientalis	Amycolatopsis sp. AA4	Kitasatospora sp. NA04385	Streptomyces gardneri	Streptomyces olivoreticuli	Nocardiopsis dassonvillei	Bacteroides caccae	Bacteroides cellulosilyticus	Bacteroides sp. A1C1	Bacteroides sp. HF-162	Phocaeicola coprophilus	Phocaeicola vulgatus	Butyricimonas virosa	Porphyromonas asaccharolytica	Prevotella dentalis	Alistipes sp. dk3624	Parabacteroides merdae	Hymenobacter qilianensis	Hymenobacter sp. 5116S-3	Hymenobacter sp. 5317J-9	Larkinella sp. IE-0392	Aequorivita sp. H23M31	Amniculibacterium sp. G2-70	Flavobacterium inviolabile	Flavobacterium sp. KBS0721	Gramella sp. MAR_2010_147	Polaribacter sp. L3A8	Chryseobacterium carnipullorum	Chryseobacterium manosquense	Pedobacter sp. Q8-18	Pedobacter sp. SW-16	Halothece sp. PCC 7418	Tolypothrix tenuis	Leptolyngbya sp. 7M	Deferribacter desulfuricans	Denitrovibrio acetiphilus	Deinococcus irradiatisoli	Deinococcus puniceus	Alicyclobacillus acidocaldarius	Anoxybacillus caldiproteolyticus	Bacillus fonticola	Bacillus pumilus	Bacillus sp. N1-1	Bacillus velezensis	Virgibacillus sp. Bac332	Virgibacillus sp. SK37	Paenibacillus sp. B01	Paenibacillus sp. FSL R5-0912	Paenibacillus sp. N3/727	Staphylococcus muscae	Staphylococcus nepalensis	Gemella morbillorum	Gemella sp. oral taxon 928	Granulicatella elegans	Vagococcus lutrae	Lactobacillus taiwanensis	Limosilactobacillus pontis	Lactococcus cremoris	Lactococcus lactis	Streptococcus agalactiae	Streptococcus anginosus	Streptococcus equi	Streptococcus marmotae	Streptococcus pyogenes	Streptococcus uberis	Clostridium scatologenes	Desulfitobacterium metallireducens	Blautia sp. NBRC 113351	Butyrivibrio fibrisolvens	Cellulosilyticum sp. WCF-2	Coprococcus comes	Coprococcus eutactus	[Clostridium] scindens	Lachnoclostridium phocaeense	[Ruminococcus] gnavus	Caproicibacterium lactatifermentans	Oscillibacter sp. NSJ-62	Filifactor alocis	Caloranaerobacter azorensis	[Clostridium] innocuum	Turicibacter sanguinis	Selenomonas sputigena	Veillonella atypica	Finegoldia magna	Fusobacterium canifelinum	Fusobacterium hwasookii	Fusobacterium nucleatum	Fusobacterium periodonticum	Fusobacterium pseudoperiodonticum	Fusobacterium sp. oral taxon 203	Leptotrichia buccalis	Leptotrichia hofstadii	Leptotrichia sp. oral taxon 212	Aquisphaera giovannonii	Bremerella volcania	Caulobacter soli	Bradyrhizobium lablabi	Pseudochrobactrum algeriensis	Methylorubrum populi	Paracoccus kondratievae	Paracoccus sp. S8-55	Paracoccus zhejiangensis	Mameliella alba	Salipiger sp. CCB-MM3	Sulfitobacter sp. D7	Roseomonas sp. S08	Nitrospirillum amazonense	Sphingomonas profundi	Sphingomonas sp. PAMC26645	Casimicrobium huifangae	Caballeronia zhejiangensis	Cupriavidus campinensis	Pandoraea faecigallinarum	Ralstonia pickettii	Ralstonia sp. 56D2	Massilia lutea	Laribacter hongkongensis	Eikenella corrodens	Neisseria meningitidis	Gallionella capsiferriformans	Desulforapulum autotrophicum	Desulfosediminicola flagellatus	Myxococcus hansupus	Pyxidicoccus sp. SCPEA002	Aliarcobacter trophiarum	Campylobacter concisus	Campylobacter hyointestinalis	Campylobacter rectus	Campylobacter showae	Sulfurovum indicum	Ignatzschineria sp. HR5S32	Sedimenticola thiotaurini	Shewanella piezotolerans	Shewanella woodyi	Citrobacter freundii	Citrobacter pasteurii	Citrobacter sp. R56	Pantoea cypripedii	Providencia alcalifaciens	Providencia sp. R33	Legionella spiritensis	Acinetobacter towneri	Halomonas sp. THAF12	Pseudomonas alkylphenolica	Pseudomonas arsenicoxydans	Pseudomonas palleroniana	Beggiatoa leptomitoformis	Vibrio harveyi	Rhodanobacter glycinis	Lysobacter oculi	Hydrogenophilus thermoluteolus	Leptospira tipperaryensis	Sphaerochaeta globosa	Treponema medium	Treponema primitia	Spiroplasma diminutum	Mycoplasma nasistruthionis	Thermodesulfatator indicus	Thermodesulfobacterium geofontis	Candida albicans	Pichia kudriavzevii	Fusarium verticillioides	Pyricularia grisea	Sporisorium graminicola	Human gammaherpesvirus 4	Human betaherpesvirus 6B	Human betaherpesvirus 7	Human immunodeficiency virus 1
D16759	0.207958532	0.183117579	0.245565035	0.45579391	0.653128682	0.30947095	0.198667756	-0.048388136	0.367642919	0.250670906	0.106750029	0.132203388	0.214476285	0.182347864	0.154564381	0.487431631	0.139980058	0.362609366	0.598038665	0.375174781	0.133234258	0.57631257	0.322399655	-0.328967191	-0.15014548	-0.056217742	-0.12064383	0.01252066	-0.238251876	-0.092297159	-0.018524675	0.047676016	0.170584805	-0.192331421	0.408805686	0.762406081	0.114493956	0.340050774	0.638961797	0.097530572	0.020543807	0.468407423	0.311260715	0.502332978	0.20771981	0.066439452	0.374514211	0.245528955	0.407955434	0.326974536	0.4844869	0.217249308	0.5264807	0.337160121	0.139980058	0.303273937	0.278484071	0.54293932	0.24573063	0.276145976	0.298079201	0.264418634	0.332344241	0.514242555	0.762500173	0.376913518	0.326538702	0.446160802	-0.085390569	0.255846662	0.197323555	0.417943114	0.698946462	0.16568839	0.224613364	0.353893916	0.204845812	-0.012687806	0.136127283	0.346826729	0.32950471	0.599283077	0.493885031	0.518435355	0.269103935	0.067605429	0.199497946	0.115475762	0.181892959	0.124292932	0.164538419	-0.014523283	0.247581913	0.103728017	0.216142931	0.346255654	-0.022932712	0.069273556	0.146980875	-0.004901088	0.19669819	0.054830361	-0.047472466	-0.1184199	0.055874786	-0.108254034	0.018892475	0.253133835	0.304558012	0.221376934	0.740405417	0.281403828	0.491791733	0.401773364	0.255496335	0.07526923	0.003778227	0.299484865	0.183014886	0.372056957	0.220237274	0.134449838	0.205853356	0.255704459	-0.066119355	0.488527728	0.503021148	0.457341182	0.305830827	0.548155773	0.030409241	0.205925253	0.424593428	0.17400225	0.075903873	0.434110544	0.198667756	0.54404868	0.286586918	0.376658545	0.612080743	0.198667756	0.120976352	0.53572848	0.056167889	0.032804489	0.386073464	0.328046367	0.287629818	0.205334647	0.363832542	-0.077130494	-0.066119355	0.11193846	0.391881409	0.066994593	0.198020777	0.292321027	-0.078259715	0.28886242	0.030902028	0.392211885	0.198667756	0.339404402	0.336296936	0.931376621	0.139980058	-0.048388136	0.654121709	0.306371149	0.281537908	0.145696301	0.369901766	0.278997666	0.207493993	0.299373533	-0.016093402	0.369901766	0.163310068	0.109158105	0.31221407	-0.11842419	-0.225295868	-0.010570335	-0.129003021
D16813	0.174138089	0.29225287	0.311206386	0.321303147	0.597328244	0.290811148	0.142234928	0.283206107	0.413497954	0.296162923	0.275022674	0.272730442	0.491568724	0.232455715	0.181764182	0.409190493	0.266054456	0.405919374	0.460861915	0.21870229	0.278080698	0.532360833	0.0868467	-0.263415115	-0.108546961	0.019337403	-0.04490374	0.100924751	-0.174468165	-0.019818797	-0.041092924	0.258737823	0.104639601	-0.1633041	0.588077039	0.383064636	0.184279152	0.37697201	0.494679614	0.207769579	0.115672098	0.358279689	0.463870682	0.383255786	0.433134047	0.048766697	0.356154305	0.253471451	0.534037655	0.39192167	0.470405445	0.158186508	0.510520617	0.109447591	0.086787817	0.186281788	0.228903161	0.393794641	0.203841108	0.48818534	0.447697038	0.550898331	0.450890585	0.365912121	0.584581082	0.261129548	0.227659672	0.491028644	0.062192878	0.24735775	0.219289574	0.511890465	0.560451853	0.350499055	0.191906557	0.41221545	0.369049113	0.027661611	0.188504983	0.45331039	0.230905233	0.427145829	0.442620865	0.526830725	0.268244493	0.293450047	0.464264416	0.172096253	0.31938516	0.206427932	0.278775663	0.009268755	0.379770042	0.074390839	0.298938201	0.397903976	-0.070790785	0.112926985	0.325211502	0.059498647	0.21895133	0.236913796	0.096614689	0.032846249	0.255773995	-0.028183822	0.109227553	0.317090045	0.482580469	0.253192597	0.691878614	0.35096726	0.372735269	0.294400036	0.174403949	0.051947134	0.081283304	0.216381821	0.17509864	0.147715828	0.147582871	0.040547395	0.216157761	0.304406291	-0.081087202	0.365478835	0.350276751	0.632259717	0.221734021	0.389750288	0.121675349	0.048766697	0.481765412	0.155047002	0.193159786	0.315427284	0.142234928	0.551249008	0.484723335	0.306548141	0.330130071	0.142234928	0.30768201	0.576803598	0.162942111	0.138751023	0.401132902	0.226590331	0.166663773	0.2043257	0.42608236	-0.135619491	-0.081087202	0.049659642	0.264386071	0.192643541	0.103488152	0.324156956	-0.053651935	0.247815009	-0.044534869	0.273168212	0.142234928	0.236012577	0.222526144	0.591712323	0.266054456	0.113358779	0.654240201	0.387214342	0.311443783	0.138475818	0.280938622	0.295157068	0.149678999	0.193443818	0.046902626	0.280938622	0.274590963	0.076585773	0.204741837	-0.145232607	-0.229497952	-0.039247229	-0.052241402
D16828	0.142234928	0.148628179	0.316570472	0.191831122	0.442748092	0.116634193	0.158186508	-0.005470738	0.383050677	0.018680535	0.255610873	0.261348433	0.275545142	0.214597307	0.344792672	0.199141905	0.268024419	0.245772015	0.474651656	0.349872774	0.137611055	0.284274971	0.341384597	-0.362103494	-0.220950088	-0.026940143	-0.07321172	0.065233864	-0.271176189	-0.04386671	-0.116481838	0.021873426	0.316650908	-0.109553253	0.304385096	0.388225687	0.048197109	0.256361323	0.313880782	0.100656195	0.100481336	0.209113812	0.197368349	0.371022185	0.104776128	-0.044844159	0.392061806	0.151361284	0.284213445	0.103445387	0.236405366	0.47057163	0.367054869	0.494848348	0.268024419	0.272450002	0.184004467	0.413317713	0.132076823	0.064878662	0.211120359	0.359042213	0.229007634	0.336790318	0.542836628	0.27448152	0.199560619	0.158963627	-0.02313575	0.220350711	0.148011662	0.295427522	0.547835952	0.192811531	0.194552141	0.266849058	0.162978811	-0.062146145	0.103965942	0.287395723	0.268392135	0.475662883	0.362977099	0.487219392	0.178168554	0.050080801	0.256386233	0.124601624	0.189488125	0.047422633	0.132434994	-0.016486901	0.177737345	0.121857711	0.061198608	0.415105062	-0.027315563	0.187604507	0.138426626	0.064343537	0.242478614	-0.009834158	-0.114388745	-0.118739191	-0.007441041	-0.183588011	-0.029722409	0.400834595	0.268422269	0.325152114	0.410778127	0.288891418	0.372735269	0.26714888	-0.081087202	-0.031486324	-0.006486938	0.590080106	0.182868566	0.405786416	0.367494644	0.06403692	0.227989822	0.254946086	0.126283347	0.376947836	0.396367747	0.329692263	0.395107088	0.134259137	-0.03808501	0.053961411	0.120167747	0.035334645	0.13469275	0.453356678	0.158186508	0.259514002	0.067230741	0.293633939	0.543221813	0.158186508	0.079447574	0.407762368	0.017788222	0.070269526	0.368890699	0.360814249	0.048796692	0.197964377	0.218598776	-0.051339448	0.126283347	0.132359232	0.522656095	-0.0700271	0.112376705	0.344601416	-0.127630154	0.171793807	0.078695559	0.454842583	0.372469409	0.201407279	0.238902527	0.686649153	0.268024419	-0.00216285	0.348942928	0.276465397	0.240990433	0.143343661	0.313880782	0.052292157	0.373532848	0.412501739	-0.157867374	0.313880782	0.341022495	0.202491668	0.481436016	0.01031707	-0.096639751	-0.184166951	-0.014597952
D17082	-0.071290195	-0.091945533	0.292096859	0.229102643	0.595767062	0.179661902	0.217961006	0.077739143	0.20281027	0.073423747	0.217641136	0.395702667	0.36247335	0.464181755	0.580977259	0.37789209	0.637814967	0.076711377	0.353606639	0.564168058	0.480724631	0.655173197	0.310431728	-0.398934101	-0.27518823	-0.121604705	-0.175424367	-0.053280293	-0.353634407	-0.093956224	0.131317712	0.04485503	0.149425031	-0.184787875	0.232175784	0.659196334	0.217714194	0.176730713	0.578880528	0.184801576	-0.018160093	0.163115098	0.148725613	0.269938588	0.304446229	0.246878899	0.202027353	0.186796631	0.117274824	0.282825129	0.207943419	0.174135066	0.356110263	0.469800798	0.395341844	0.172636516	0.205677692	0.516847227	0.200838423	0.344811359	0.298985018	0.215813607	0.307461105	0.475908452	0.67662855	0.34566853	0.507946697	0.388615397	-0.000729049	0.28096404	0.188094914	0.040453139	0.268678175	0.457178311	0.094379587	0.243789445	0.285121118	-0.011924875	0.199982998	0.396544587	0.332091483	0.666410572	0.325637524	0.370318744	0.052220094	0.028439114	0.289163023	0.016857573	0.097282519	-0.053198249	-0.003638566	-0.116915055	0.187581871	-0.013482334	0.139088508	0.484157469	-0.148382697	0.073861804	0.254913299	0.021764689	0.190722882	0.035075203	-0.011487399	-0.082572301	0.069198311	-0.158868892	0.043990434	0.401244551	0.315691108	0.243666552	0.53603494	0.153255905	0.173258547	0.622900946	0.20043063	0.229053287	0.280730513	0.703520881	0.397767056	0.342278859	0.251905551	0.254302397	0.328853351	0.341036866	0.226726193	0.269938588	0.427698698	0.534111862	0.494922423	0.437090703	0.004814244	0.333210783	0.57178434	0.261563118	0.131309874	0.408510383	0.217961006	0.374160412	0.153613701	0.162009572	0.670206561	0.217961006	0.113669742	0.317643874	0.087036077	-0.035173453	0.504322512	0.201059149	0.237707437	0.321303147	0.301636706	0.01120619	0.226726193	0.103816064	0.357694193	0.089902289	0.170072915	0.114807247	0.025065383	0.156476068	0.30155527	0.601371834	0.525911273	0.330546271	0.125980557	0.687154272	0.637814967	0.203296247	0.422486833	0.269956997	0.313055315	0.341369584	0.351561974	0.26813153	0.5256191	0.268678175	-0.121077034	0.351561974	0.578639979	0.054917411	0.300659481	-0.127685511	-0.249665685	-0.16417553	0.004234641
D17147	0.167181827	0.107737883	0.284755741	0.370131734	0.477678575	0.328032087	0.116919574	0.092259943	0.397364018	0.19220341	0.318633336	0.206759149	0.213554703	0.299898225	0.245202046	0.492654756	0.230799764	0.187834471	0.373220708	0.25490317	0.297626517	0.422751147	0.318310395	-0.339061018	-0.164899552	-0.103001949	-0.103857494	0.081888237	-0.314910402	-0.054646286	-0.10336975	0.221056483	0.186807911	-0.139333608	0.449872749	0.488895185	0.330243942	0.270022117	0.390857061	0.259516945	0.057337899	0.433353102	0.239316757	0.342794512	0.499498044	0.173702906	0.250386678	0.130645494	0.302572403	0.281285923	0.451923077	0.081017965	0.45928448	0.33191939	0.060101539	0.192054752	0.290498041	0.596438495	0.482919	0.24746252	0.490777947	0.345309824	0.328321697	0.425481232	0.483838223	0.214148682	0.178538808	0.242680517	0.084582298	0.329778434	0.20355827	0.25152784	0.482700104	0.272480102	0.27426482	0.529755264	0.261455349	0.088676801	0.26756786	0.379033807	0.318072175	0.436152511	0.356440649	0.434278709	0.365398391	0.127190698	0.306941308	0.28468232	0.217559061	0.264171667	0.270383438	0.287141027	0.223152783	0.01515845	0.227725759	0.345639933	0.160766124	0.096048044	0.219930753	0.163869191	0.146936787	0.173243847	0.061262325	-0.008279689	0.14650676	-0.036829823	-0.000248527	0.273161976	0.236230567	0.239766063	0.597438751	0.252848886	0.284819434	0.243608289	0.13139989	0.071914912	0.299386493	0.298396428	0.092339365	0.264051517	0.343949245	0.115552094	0.120894314	0.189689774	-0.094899921	0.284113323	0.251332791	0.460131458	0.146530887	0.321678419	0.078231368	0.164492835	0.379230862	0.187511906	0.216405302	0.235307748	0.116919574	0.473335533	0.471991101	0.285285258	0.412704363	0.116919574	0.168831385	0.325011825	0.014844537	0.062295349	0.399937503	0.255934007	0.105733942	0.247400964	0.324581206	-0.132630424	0.153658888	0.285207957	0.294693941	0.128488266	0.364164711	0.298263618	-0.098570088	0.254363244	0.182987617	0.225183719	0.116919574	0.296495976	0.307236409	0.597963204	0.230799764	0.176903143	0.53358602	0.465103216	0.279909493	0.299778305	0.201537212	0.244446804	0.123980224	0.147563401	-0.116177545	0.201537212	0.366028228	0.194946227	0.280885658	-0.007644815	-0.218469195	-0.042294839	-0.084255691
D17242	0.191665442	0.024248381	0.32098232	0.254456054	0.601919081	0.119615044	0.182900254	-0.065155468	0.334096312	0.239923965	0.405328306	0.397025685	0.175480361	0.293004554	0.136754763	0.470799756	0.382352212	0.342790269	0.586217264	0.321862421	0.114701774	0.509695443	0.278590489	-0.401097812	-0.272302901	-0.178184041	-0.181428001	-0.125015972	-0.327041965	-0.143075918	-0.047840018	0.05124873	0.123503341	-0.326197044	0.375230486	0.451648221	-0.039670741	0.15799502	0.323177224	0.213127084	0.004234641	0.447813241	0.143548456	0.470554426	0.322556374	0.169984102	0.200328058	0.085531207	0.257147455	0.290072879	0.445404231	0.174135066	0.342993145	0.279160536	0.124724518	0.147888967	0.232048241	0.527313252	0.204613976	0.250394087	0.377619806	0.326312767	0.580387016	0.317272302	0.50446243	0.351802523	0.080246335	0.224813344	0.042375989	0.317356172	0.266524207	0.404436648	0.679573022	0.312467613	0.233600661	0.401491081	0.32137532	0.026108249	0.197543036	0.602334029	0.349692138	0.545175169	0.442805512	0.330305237	0.187174979	0.012977072	0.278811743	0.101866615	0.101630341	0.060772237	0.119890753	0.087618684	0.265343083	0.048500207	0.215778679	0.433827514	-0.05156434	0.04784003	0.107189691	-0.037644505	0.184616697	0.025937965	-0.034787751	-0.125437703	-0.003260653	-0.10274401	0.028517936	0.312890578	0.257099629	0.273398018	0.698781637	0.479863918	0.490266176	0.117748605	-0.071290195	0.161362565	0.106718641	0.256494176	0.283129999	0.314224413	0.205440374	0.238014751	0.315430766	0.21413433	-0.071290195	0.477066563	0.282499388	0.241241549	0.262586175	0.209195818	0.042738693	0.248043971	0.358658162	0.146625998	0.031826631	0.422342136	0.182900254	0.510567611	0.38397462	0.351802523	0.397430877	0.182900254	0.113182516	0.48405368	-0.007358255	0.005796742	0.213038453	0.169320327	0.107559926	0.332628454	0.144466392	-0.106020299	-0.071290195	0.241677368	0.356963609	0.137786129	0.365787592	0.274680236	0.018831506	0.483203347	0.149596822	0.366475996	0.182900254	0.14414065	0.143489167	0.669330055	0.382352212	0.210846452	0.42289401	0.410212986	0.322060941	0.126188425	0.323177224	0.256146281	0.191373269	0.275820519	-0.090711069	0.323177224	0.365393526	0.068416663	0.473383955	-0.127685511	-0.172983327	0.002947496	0.013192534
D17390	0.194623884	0.265772609	0.187230982	0.385310289	0.405188107	0.265827388	0.161283604	0.071996509	0.440252883	0.159997221	0.180352925	0.090697285	0.005225034	0.121076293	0.393127544	0.280129641	0.104650714	0.281193553	0.481622027	0.406916555	0.183201334	0.294592388	0.242152587	-0.21471231	-0.142931827	-0.022151605	-0.113250696	0.169697981	-0.251075073	-0.026777707	-0.078161347	0.157937413	0.268434093	-0.124436259	0.348196594	0.610468438	0.320932333	0.296096445	0.325103446	0.292945288	0.295043606	0.387157614	0.356957322	0.421694657	0.215035523	-0.010192691	0.305885608	0.293736366	0.43477985	0.116507377	0.268360608	-0.07626589	0.537654901	0.423399191	0.104650714	0.37344003	0.193460229	0.579149394	0.278944956	0.078051659	0.320417591	0.270549747	0.1287029	0.574212162	0.47705389	0.290219875	0.256192988	0.341617962	-0.01607529	0.227234924	0.14755203	0.336302703	0.590891898	0.098541467	0.310078152	0.333924536	0.147617241	-0.077122897	0.144300443	0.283471906	0.243007939	0.490733639	0.535021147	0.533749037	0.312195129	0.160292252	0.246378582	0.26342926	0.308620916	0.116394695	0.268583854	0.198097242	0.209535074	0.133628249	0.160599059	0.328074906	0.150188111	0.229223014	0.075804912	0.093845634	0.157321153	0.080862483	-0.006678051	-0.120655364	0.11834145	-0.099237625	0.042024102	0.23484928	0.339258649	0.253899625	0.611992464	0.228186574	0.38146837	0.325103446	0.195040638	-0.076777554	0.022751241	0.244007591	-0.006809234	0.275705155	0.293073503	0.076784436	0.014691808	0.197165486	-0.07626589	0.384539183	0.411550983	0.353895154	0.061126748	0.424255062	0.017658012	0.107854182	0.132786315	0.223657523	0.155702243	0.334140564	0.161283604	0.457895432	0.338168646	0.337913151	0.461205739	0.161283604	0.200222404	0.295338822	0.155661079	0.12000908	0.410309851	0.509360341	0.198134529	0.266712828	0.15840202	-0.16968982	0.220879355	0.240377935	0.474711685	-0.00480825	0.299734485	0.227115508	-0.115410246	0.104368138	0.148799551	0.30302958	0.161283604	0.419914424	0.592487829	0.63202869	0.104650714	-0.083962687	0.401174121	0.410951317	0.347247963	0.346163639	0.098131489	0.218444779	0.169201921	0.434379456	-0.041474581	0.098131489	0.111627428	0.163523683	0.387002735	-0.136597315	-0.129873784	-0.092260776	-0.000929271
D17431	0.20043063	0.271059037	0.174786516	0.53472649	0.586818672	0.20886095	0.217961006	0.11101597	0.620558513	0.192947378	0.085332275	0.146734728	0.201819859	0.014088323	0.268592502	0.285163323	0.154071464	0.351995634	0.59547839	0.180226178	0.198207587	0.487891223	0.167838351	-0.269381942	-0.09025669	-0.007719492	-0.028562744	0.189088359	-0.185425943	-0.013578543	-0.050063809	0.122669833	0.286139427	-0.110566098	0.561309158	0.456479807	0.358570895	0.432319117	0.563485409	0.19660884	0.166291078	0.440484055	0.254890958	0.477906839	0.270673255	0.018524655	0.308642412	0.304803263	0.36286363	0.273052882	0.425830864	0.182900254	0.713259505	0.331930673	0.154071464	0.388804865	0.223111205	0.656394234	0.40482314	0.212341459	0.457550771	0.299633107	0.306482375	0.647248525	0.671569971	0.352764718	0.281282311	0.377246834	-0.054131908	0.189826395	0.103959914	0.39231018	0.691967089	0.144873569	0.268825269	0.397062473	0.21683746	-0.055468736	0.167325052	0.381149469	0.190125758	0.380301168	0.44602134	0.472290572	0.232129668	0.183611757	0.265199809	0.24078383	0.248369337	0.145618936	0.228410986	-0.007571985	0.202490976	0.111297116	0.144226095	0.386598457	0.006400469	0.216180889	0.188657859	0.005604641	0.138534079	0.080368392	-0.005487907	-0.09231854	0.076961771	-0.096149109	0.034888965	0.29729547	0.367253806	0.320675093	0.68221043	0.253498387	0.462801921	0.350720054	0.173258547	0.03110744	0.129833812	0.489040493	0.148187727	0.359155362	0.363392753	-0.013060848	0.200360056	0.374497638	-0.071290195	0.484418976	0.422405397	0.523202213	0.294306585	0.418683808	0.019846473	0.04264166	0.329311216	0.258316307	0.06065075	0.427742203	0.217961006	0.513881853	0.392680987	0.3894484	0.551804298	0.217961006	0.205219439	0.495391874	0.075229921	0.071329405	0.477217825	0.426866191	0.228488015	0.340178658	0.292760248	-0.065044623	0.236660073	0.281713401	0.530112146	0.115538093	0.353053927	0.357668732	-0.082988497	0.260535039	0.029805355	0.367438191	0.217961006	0.479817351	0.428838794	0.695759066	0.154071464	-0.050614334	0.570536382	0.357139929	0.300864773	0.383600224	0.358898711	0.240626921	0.227602712	0.274980243	-0.132488448	0.358898711	0.351802523	0.134276649	0.30155527	-0.127685511	-0.090830394	-0.106797607	-0.139091656
D17473	0.166162299	0.114177939	0.436636595	0.326056979	0.623409669	0.248997064	0.174138089	0.0543257	0.370486189	0.278745485	0.287387726	0.286520184	0.169517403	0.099369817	0.321862421	0.403818545	0.306548141	0.265250295	0.488441398	0.235877863	0.245173706	0.569661011	0.103741792	-0.417887448	-0.235308151	-0.13717987	-0.18064961	-0.000330089	-0.277246074	-0.114186123	-0.026513238	0.237134996	0.167386934	-0.241181281	0.311935301	0.399121238	0.13953894	0.246310433	0.533641106	0.229637205	0.12560167	0.525007569	0.195349392	0.400268138	0.532342899	0.160400029	0.252326076	0.136815024	0.421888565	0.401480735	0.469775489	0.182113879	0.476249557	0.246905465	0.113491761	0.200227147	0.239440609	0.718068101	0.295359659	0.40581662	0.562889338	0.512762996	0.630407125	0.380510073	0.608707154	0.287833492	0.244672023	0.518183494	0.223396817	0.440987716	0.341429994	0.310685961	0.576699605	0.218302371	0.295084314	0.379584184	0.480175093	0.178546861	0.338839309	0.493804075	0.423267596	0.461261567	0.457506361	0.37500537	0.14643538	0.193204697	0.491673819	0.164139467	0.199213918	0.190921223	0.193106776	0.07152526	0.326391204	0.034869419	0.375606458	0.503009663	-0.000410144	0.228312864	0.304083228	0.055163745	0.32729838	0.218318298	0.139610977	0.109788588	0.159935277	0.040889305	0.182291308	0.539492785	0.491274712	0.445376039	0.711719134	0.499970985	0.372735269	0.31333357	0.166162299	0.184783377	0.167284382	0.415368989	0.206361885	0.275953377	0.263721283	0.063757282	0.248600509	0.170651004	-0.081087202	0.388416837	0.376656806	0.446300977	0.262448975	0.381508638	-0.013678419	0.170365397	0.507812701	0.158237756	0.225489689	0.33577187	0.174138089	0.569184838	0.364207212	0.327451638	0.456773742	0.174138089	0.280726583	0.615056121	0.200517231	0.209914563	0.37474083	0.331806616	0.178268717	0.225699746	0.266245899	-0.081531299	-0.081087202	0.202627293	0.291708846	0.22807118	0.299353766	0.400262345	-0.035689173	0.382602064	-0.035790918	0.300747695	0.174138089	0.248683896	0.213930395	0.610867471	0.306548141	0.146437659	0.510706022	0.465568814	0.390241609	0.241445015	0.326794984	0.310676933	0.182645599	0.21561722	-0.063270146	0.326794984	0.481765412	0.125812838	0.384807947	-0.145232607	-0.200917991	0.01001296	-0.044090262
D17513	0.198667756	0.226066367	0.132675935	0.443334294	0.487586423	0.14375643	0.217249308	0.128121113	0.674070097	0.110699432	0.120301901	0.171086738	0.208374805	0.021061718	0.169304188	0.189403992	0.155533398	0.380265519	0.637941905	0.094849638	0.12564521	0.365811492	0.186577471	-0.275118822	-0.110912686	-0.023584498	-0.029311268	0.144816691	-0.198121221	-0.022699981	-0.110604096	0.048175104	0.267705694	-0.121593224	0.60294767	0.298928202	0.283427716	0.336568014	0.361615151	0.125531896	0.199007337	0.320500647	0.166765901	0.495875684	0.224192127	-0.036739288	0.228384289	0.239658408	0.292321027	0.151100561	0.357169413	0.18937698	0.648929277	0.352783772	0.155533398	0.318696788	0.150566187	0.563554929	0.35194896	0.140344378	0.421444032	0.262300537	0.339309761	0.551100561	0.534988906	0.377423463	0.10866068	0.248486361	-0.092683541	0.149016924	0.064988641	0.428386671	0.727224959	0.166378938	0.23332528	0.352748999	0.175738336	-0.094919152	0.126428774	0.399988555	0.138946534	0.288281301	0.352944397	0.415121213	0.188050272	0.13906427	0.232304153	0.213799766	0.190966004	0.076458551	0.178374494	-0.028903244	0.166423178	0.081668429	0.062526001	0.34126219	-0.009889732	0.192385288	0.12555169	-0.026980737	0.074532939	0.011715889	-0.05543384	-0.143863917	0.029542044	-0.125440658	-0.026449465	0.245567177	0.30764288	0.283413928	0.568362156	0.281972704	0.519044676	0.147756728	-0.066119355	-0.035627847	0.087357185	0.516138229	0.170685612	0.393662512	0.393507634	-0.004967559	0.220525409	0.404658888	-0.066119355	0.523486184	0.310660337	0.428594488	0.298482871	0.207958532	0.055507279	-0.025439641	0.132203388	0.188663041	0.012518039	0.466344984	0.217249308	0.376720199	0.341704649	0.384945161	0.484618857	0.217249308	0.156894838	0.513726171	0.003666919	0.025827027	0.403729617	0.347683206	0.129726585	0.379398554	0.161113509	-0.084309027	0.255496335	0.294733849	0.571888984	0.091970178	0.383468806	0.298928707	-0.071376714	0.289304879	0.047388865	0.39272183	0.217249308	0.362624083	0.327665084	0.584869012	0.155533398	-0.040681603	0.451057402	0.306434357	0.228687707	0.326182265	0.361615151	0.125003332	0.22669493	0.298928202	-0.173952246	0.361615151	0.384180242	0.094903596	0.33664221	-0.11842419	-0.042839707	-0.134238053	-0.129003021
