node1	node2	cor_value
Brevibacillus	Caldicellulosiruptor	0.309931914
Brevibacillus	Allobaculum	0.312472491
Brevibacillus	Amedibacterium	0.366812744
Brevibacillus	Bulleidia	0.340041401
Brevibacillus	Faecalibacillus	0.418671863
Brevibacillus	Longicatena	0.4522778
Brevibacillus	Turicibacter	0.340735748
Brevibacillus	Selenomonas	0.308323975
Brevibacillus	Anaerococcus	0.443016804
Brevibacillus	Peptoniphilus	0.303790982
Brevibacillus	Brachyspira	0.330718454
Brevundimonas	Corynebacterium	0.325017349
Brevundimonas	Cupriavidus	0.33345962
Brevundimonas	Pseudomonas	0.3258937
Brevundimonas	Staphylococcus	0.321348233
Brevundimonas	Stenotrophomonas	0.396185823
Brevundimonas	Christensenella	0.316487333
Brevundimonas	Comamonas	0.37754132
Brevundimonas	Diaphorobacter	0.374610251
Burkholderia	Chryseobacterium	0.31216842
Burkholderia	Clostridioides	0.346101497
Burkholderia	Clostridium	0.352717612
Burkholderia	Enterococcus	0.35540591
Burkholderia	Flavobacterium	0.392443892
Burkholderia	Lactobacillus	0.343409244
Burkholderia	Limosilactobacillus	0.323329045
Burkholderia	Macrococcus	0.319383968
Burkholderia	Massilia	0.329360201
Burkholderia	Paenibacillus	0.403197999
Burkholderia	Streptomyces	0.388141827
Burkholderia	Treponema	0.361674557
Burkholderia	Candidatus Methanomethylophilus	0.355345549
Burkholderia	Methanomassiliicoccus_A	0.383011769
Burkholderia	Methanobrevibacter_A	0.38364266
Burkholderia	Schaalia	0.377878487
