PG.ProteinGroups	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T21	T22	T23	T26	T27	T28	T29	T30	T32	T33	T34	T35	T36	T37	T38	T39	T42	T43	T44	T45	T46	T47	T48	T50	T51	T52	T53	T55	T57	T58	T59	T60	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76
A0A087WVV7;A0A087X165;Q9C0H9	19.15467242	17.56775257	18.53366753	18.48724683	19.33775486	17.42444043	17.34204414	18.03828388	0.581476472	0.593681152	17.76512248	0.581179293	19.57012971	18.42087065	21.27096724	0.586355791	17.62206679	0.593251851	16.36920061	0.586034414	0.593730625	0.581971796	0.576462297	0.586510668	17.0794021	0.582785473	0.592653423	17.01129056	18.28721905	0.58424598	18.34078366	17.4228437	18.73497541	0.59411555	19.30543	0.581801929	0.587115007	0.586724804	18.80108508	0.591974426	0.587743435	17.83800234	16.23438111	17.89006709	19.21313004	0.57886692	0.585618146	0.59304694	0.593135983	0.585348151	19.52577898	18.68708986	0.587761095	18.33026986	0.591483613	0.582748868	0.577108394	0.587704929	0.58884204	0.585066935	0.57716928	16.96366359
A0A087WW23;P20292	22.63466661	19.34453228	20.82744554	20.3041385	20.64995058	21.80159381	19.99628254	20.40900033	20.56093114	20.88372524	19.34475128	20.30057223	20.18976183	20.02443123	21.71980564	19.79491516	16.96129892	20.1467158	19.0192052	22.29311588	20.58203778	20.51783071	19.15459162	0.577947145	19.69849866	18.78195186	19.41218657	19.65903851	19.29773801	19.75582421	17.99199725	19.9793343	19.03161472	19.36191795	20.15372272	19.31173252	0.587180096	18.65641712	21.79602218	22.00613566	17.77618461	19.0901247	19.32706356	19.47115485	20.57296142	20.61050538	20.69672254	0.587600367	22.25128317	19.99146138	19.47160973	17.51579703	20.65060324	19.89385374	22.4952318	20.05842632	17.26622365	19.79797265	19.10139867	0.590391661	21.98472258	19.23694847
A0A087WW39;P55198	1.887790025	15.5962215	1.304348884	14.52359904	0.587572044	15.12168812	15.33598031	15.96841508	0.580737976	0.579586964	0.576240705	0.592577473	0.585892827	15.77179763	0.581363786	0.575812186	0.58457189	0.588803534	0.590478371	15.4020509	0.580214757	15.58389765	14.0437137	0.576659199	18.19192836	15.72904967	16.94139871	0.592445212	1	14.17780745	1	1.090178177	12.43875734	0.576747182	16.16758705	0.58689238	16.12473236	0.579842809	14.37738557	1.517738041	0.586313879	15.3133824	16.01200589	15.31899108	15.03528507	15.39664019	0.58258657	15.95037292	0.5804212	16.13807114	17.67837405	16.82327053	18.71218733	16.62342608	0.59320521	0.588005485	0.583281013	0.580321833	14.65550244	0.580536523	0.584446569	14.00806576
A0A087WW46;A0A0G2JP90	0.582772733	17.87732879	20.03915083	19.01443429	18.54224879	18.699199	18.23240702	0.586777855	0.589231583	20.13302475	18.46669088	0.588210406	15.52525375	18.53291031	17.03849271	19.31188687	18.35968174	18.07339779	19.12347211	18.82987397	18.63180052	18.50979107	18.02899801	0.592948367	18.13217226	18.42170287	18.47527329	18.68935212	18.64890764	17.39080239	19.07503203	18.18917335	18.82730907	18.84571046	19.01567383	19.18929975	18.37705136	0.583295038	17.54456996	18.06001112	18.50123343	18.425111	18.31843193	18.36781304	19.52098404	19.19765525	17.83702894	19.34940759	0.593927895	18.17885143	16.75269761	18.15758502	18.18585814	18.45274547	0.581136038	19.19338428	0.588743578	0.586971465	19.46802636	23.10967573	19.94701154	18.76327073
A0A087WW58;C9JAG1;Q9C0D9	0.587957889	18.82899411	18.12874326	18.51749699	18.24961493	19.4575789	19.29350645	18.74010705	0.590008506	0.593306855	0.57849352	0.58541288	18.10677202	19.15968675	17.95501866	16.81267176	0.587534907	0.577533352	17.19107624	0.582518376	0.583082068	18.51606873	19.03381869	0.582937372	19.59180378	0.582113109	17.43363294	17.7920248	19.85510143	19.00202282	16.67443658	17.61505461	0.585085834	0.584229054	17.49536869	10.44139955	17.5633271	0.581875187	19.0995695	18.69993141	0.577042103	19.72939307	18.89581784	19.27783989	17.77353937	18.80673899	18.87915067	17.40683443	0.587476131	19.97484937	19.02905498	19.11048172	18.89992608	20.64829537	0.591083188	0.590415355	0.590948214	0.586678115	18.38919359	0.579672504	0.586232059	15.74752337
A0A087WW72	19.74817933	16.73786736	16.99473617	17.25793981	18.21302736	17.57118694	18.14618984	17.09797552	20.65976534	21.05493696	20.02908195	18.53017448	18.67103759	16.27272958	19.1587596	18.55084857	18.11525802	20.27835516	19.31785613	20.9820667	20.02409046	16.93374711	18.75725204	21.33965948	18.06720358	19.92528006	18.60338276	0.586042936	0.588785681	16.07219624	18.60546539	16.77625691	0.584850181	19.9980174	17.74776623	18.25604668	17.62885789	21.72736336	18.75566073	19.75320124	17.6903008	17.42905167	16.61008133	16.39565454	18.19039288	19.34917376	19.61916938	19.0183126	20.2724632	20.20317188	16.12188095	0.577211893	17.36322455	18.80133034	20.56771126	18.20502836	19.96276595	19.15050268	17.77579502	21.63905592	19.7061037	0.589391125
A0A087WWC0;A0A087WXC9;A0A087X0U8;A0A087X1F1;A0A087X1M5;Q13477	21.01402422	0.593387031	19.62209674	0.593344404	0.575547859	0.582336328	20.30719289	0.591832146	0.576035447	0.579954334	20.1308819	0.579315294	0.591236878	0.581153091	0.591637774	19.20745319	0.583442516	20.60289535	0.584205345	21.43224954	0.589417495	0.587636343	0.590470294	0.593560764	19.24724174	20.19375514	18.58642235	16.69009988	0.584131015	0.581814784	19.56689032	20.05003644	0.587573417	20.24930952	0.587156245	0.586506388	19.54391505	19.78488022	0.579086529	0.578099974	21.88601049	19.87175919	0.588469192	17.98539821	0.586395411	0.590138024	0.58944137	0.584913746	0.58256478	0.583483302	19.3134314	0.576706397	0.590803244	19.10738104	0.584919765	0.577374294	0.577507466	19.36787302	18.64272721	0.576124641	0.588122858	19.43030425
A0A087WWM5;F8W703;F8WBR3;Q9HCK4;R4GMM8	0.593927989	19.3970446	18.71367651	0.575656157	0.577236453	0.585022765	19.31905808	16.64066595	0.581537367	0.586728774	0.576351284	0.59434962	0.591968646	18.36189479	0.576206633	0.591065093	0.582332877	0.590267988	0.585656906	0.58709391	0.587369656	15.46279256	0.578124243	0.593184272	0.578040665	13.00448744	0.575645601	0.587694631	0.577721339	19.3859086	16.6424323	0.590208322	0.578085682	0.591796729	0.576910522	0.587088895	14.44786504	0.585280624	0.577924454	0.591497361	0.582136564	0.586417768	0.584351472	18.64871788	0.575932614	0.578682049	0.582364289	0.579389845	0.580888553	18.1483045	16.82432814	18.58794366	0.591272678	0.590334566	0.589930491	0.580730099	0.594512244	0.580145861	0.581380904	0.588621758	0.593475157	0.585737969
A0A087WWP4;Q96T37	19.60342894	18.3558929	19.60308139	18.97509795	19.5069166	19.51559879	18.50607158	18.77253115	22.8495666	18.49356768	19.75741005	17.49207725	17.73863503	18.79410625	19.12451987	17.21233043	18.32113717	19.22161249	19.00959766	19.51638679	18.42923726	19.22097119	19.22979914	19.23129048	18.79965603	19.32501456	19.44131786	19.41637349	18.00679825	18.42998719	18.42762781	18.2151717	18.91572559	19.54285594	19.87420618	18.38267613	19.22060756	19.6609087	20.1628194	18.68436789	18.55757098	18.81976122	18.72338899	19.07312888	19.02764248	18.92633952	19.75917686	19.53620974	20.56480574	19.61958484	18.21026824	18.05326121	18.59510516	18.40740185	20.70551185	19.85672851	18.89450982	18.58260464	18.42862866	0.580069	16.68890625	19.78297752
A0A087WX46;A0A087X0Z9;B1AKC3;O60260	0.591084847	0.583003431	0.593818743	0.579709092	0.591053753	0.58570507	0.584576138	21.69960274	0.576363084	0.590095249	0.581519734	0.581615241	0.582485937	0.591847175	0.580509641	0.581584913	19.69987593	0.578207238	0.587615025	0.5887973	19.60131276	21.76672128	0.591492956	0.591947072	0.58114105	20.12049751	0.576863193	0.580531614	0.582377758	0.578746991	20.61219606	0.591214862	0.586815668	0.587577297	0.58439042	0.580418316	0.576056737	0.581117031	0.590275998	0.576553287	20.8773947	0.584669547	0.590190261	0.578936397	0.588867898	0.583465249	0.589743719	20.29201502	0.584003124	0.587067688	0.592249055	0.580672238	0.581280113	0.57556193	0.583020646	0.580376654	19.52070032	0.5855506	0.583648195	0.589942035	0.577093453	0.580378714
A0A087WX95	21.26282721	20.10047178	21.05895076	19.92120471	0.579223646	19.55623473	19.44656439	20.14875864	0.590045418	0.579812959	17.90855461	0.583008189	0.57800712	21.09890594	0.575618015	18.76785671	20.16095684	20.38414832	20.4365095	20.56608575	20.09924635	21.09909317	19.25717862	0.590409009	18.60830051	18.8175867	20.52057744	21.15941498	18.88571071	18.33135025	1	19.96728977	19.85606614	20.35948778	21.03867456	19.7345181	18.98562873	0.590033968	22.15168443	0.593736137	19.73150797	18.6543643	20.00685628	20.34109881	0.581544868	19.63856926	0.57964545	19.61277628	0.578983075	20.45417389	18.71054697	20.56423882	20.40721161	18.53643268	0.592597474	18.63329637	0.584032027	0.588779655	20.04148387	0.594018463	0.579898086	18.87365672
A0A087WXF8;A0A0D9SEW3;Q9NP64	15.39419392	16.15747508	14.41175742	19.43185947	15.74875148	17.92596998	21.33832141	15.36219039	0.587854237	0.587942915	18.35645318	16.416545	0.584869636	16.24397207	0.589003546	18.50440574	18.37996898	15.58927979	21.57205276	15.53850523	14.24193821	0.586542298	16.92645707	21.57312153	20.95920258	18.92786954	20.95771998	1	21.17399944	20.69647189	19.32903053	21.34416206	16.38796655	22.32747041	16.54991202	0.582501023	20.46858601	15.35576805	18.22586318	0.578506769	17.36019674	20.1147527	15.76520049	16.04725091	0.58564602	21.67588329	17.96904006	1.894533406	20.27821945	19.97946026	18.14758629	18.50281566	1	18.21769905	0.582164696	16.58534769	0.576915626	19.10772711	13.48300498	0.593393519	0.589547346	20.30892835
A0A087WXK8;Q9H4H8	20.45801579	18.67462698	19.88325175	18.43244543	19.27204966	19.0551275	19.70810793	19.73207259	0.58675015	18.85900712	19.46827203	17.78446412	16.94989972	20.66070092	20.09254973	18.29879801	17.62390738	19.34813163	19.72305375	20.49326667	19.97782257	19.87877277	18.98020505	17.31053194	19.87959372	18.61728193	18.61993393	18.4430294	20.94898108	20.48160028	19.8811655	20.0470545	19.83244706	18.75212876	19.02770676	18.18331644	19.20581189	19.11927583	17.49763686	15.0855052	19.81918673	20.06083345	18.5088908	18.37391284	17.32789208	17.09896648	17.2709547	20.2459497	0.581078801	19.49893708	15.37643822	17.65810904	19.63505847	15.86073786	15.15082307	18.10814236	16.95440409	17.74148211	18.6509357	0.586531274	1.764095789	18.71810524
A0A087WXL1;A0A087WYI3;P41439	0.579458226	0.587247524	0.582280335	0.583768385	18.89280867	0.584675958	0.580573976	19.10291489	0.583762084	0.592281493	0.58135658	0.590203409	0.59272935	0.582192022	0.591162983	0.580025453	0.593683311	0.593234396	0.593013806	0.593002093	0.579937302	0.583598632	0.577669822	0.58401958	0.583884274	0.591381883	0.594156559	18.54225198	0.584045604	0.57657736	0.584896952	0.583683585	0.577444255	0.584008955	19.76648544	0.576016514	0.586894023	0.590547502	0.589992146	0.586301345	0.582726507	0.584251376	18.42755327	0.587959317	0.588684189	0.588560997	0.580000924	0.582464472	0.582194227	18.29679945	0.592826524	20.17535066	18.37763234	0.578203597	0.590859771	0.582195377	0.58890482	20.04483816	21.40800677	0.588442039	0.592141768	19.88446811
A0A087WXP9;Q8IY47	0.586532148	19.32030614	16.83423908	21.16417499	0.593048853	19.33789938	16.89660412	17.74349618	0.588008841	0.58947911	0.590619069	0.582591795	0.587168515	18.91025569	0.576895401	0.588641916	0.581342918	0.588475903	0.590536561	0.591318858	0.586217167	17.61361784	17.44329846	0.58235832	14.99595688	0.586580237	0.575405952	15.22104527	13.94548858	15.67129929	0.591762148	17.59500633	0.576608411	0.575936645	0.57836965	0.586235012	0.592600659	0.579248632	19.29256317	0.575572899	0.590230573	0.581029961	15.61357839	18.2018556	0.578593552	0.593575184	0.57899924	0.58158884	0.589595181	18.12304958	16.96627986	17.24814199	16.01062115	18.33635346	0.593398851	0.592666346	0.583405959	0.594335989	0.586302674	0.575502388	0.588439441	19.63078758
A0A087WXU7;Q6IQ01;Q86XN6	0.579711984	14.59967771	0.579981643	0.579860474	0.582146817	0.576321703	0.577231205	13.19682257	0.580546451	0.582328106	0.581520628	0.585463623	0.577125773	0.575756146	0.578586618	0.577671278	0.588040916	0.585944888	0.593858945	0.57857886	0.590217074	14.05154336	14.68748387	0.579040855	15.46624777	0.591165458	0.578736205	0.589304151	13.6576558	13.32639026	0.580720817	15.50599032	0.588125325	0.576657763	0.580896968	0.580973939	0.583719666	0.587065708	0.580485729	0.589930973	0.583074329	0.591880976	13.53860576	13.73268531	0.593754128	0.593064297	0.586966328	0.5849133	0.576913154	15.80011864	13.41713232	15.11263088	0.593402144	12.07300627	0.577841373	0.578316662	0.576006632	0.585728573	0.587525012	0.588404934	0.585284498	0.578807758
A0A087WXX9;P54646	0.58598113	0.584673033	0.594401656	0.587080876	0.589833255	0.580384861	0.592155103	0.575740812	0.591597455	0.577262291	18.63342875	19.07971182	0.578313583	18.00416371	0.5937047	0.579602208	17.91025066	19.24998057	0.591314562	19.47284649	0.576080335	0.580365673	20.42126062	21.57980033	20.20470352	0.593804447	0.587668051	0.592479084	0.582958584	0.579195612	0.586202882	0.580069969	0.575448334	0.592773202	0.580978856	19.45785652	0.578220487	19.29885254	0.59138777	0.592495008	19.79893578	0.591291984	0.580764895	0.576285017	0.581291727	0.592366436	0.587724474	0.591796878	0.583130142	0.583206915	0.58817245	0.592451174	0.584889379	19.09047752	0.59451053	19.52435125	20.99020829	18.20201095	0.584657282	0.58814926	0.581981142	18.25331747
A0A087WY03;E5RFV3	0.580933632	0.580010017	0.59264628	14.23763711	0.576298499	0.582878346	14.20901585	14.78585442	0.588704742	0.579775335	0.581728227	0.593776826	0.583178857	16.46548096	17.30979801	0.593412013	0.588394276	0.588682572	0.581408651	0.58427771	0.59020118	15.65452535	0.57736651	0.578555073	15.8716949	13.53457112	0.586703096	0.593336217	0.593667129	20.46986337	0.580713488	0.590827163	0.59189087	0.589253181	0.591804094	0.578917573	0.576267726	0.583787289	0.579633419	21.29008341	0.581434895	0.581269856	0.581304305	15.06816619	0.579793853	0.590010872	0.582859264	0.576634233	0.57675055	16.00411003	18.7568224	15.56889247	18.97380823	19.16481856	15.07242754	0.584729395	0.588027746	0.593672897	0.587000061	0.578375401	0.59426734	0.576680394
A0A087WY48;Q8IY22	0.580708001	18.24904196	17.68101981	18.23134864	0.59276879	17.43124215	18.12788698	16.76487837	0.581883903	20.16631022	16.08090778	0.577660477	0.592720554	19.22653244	0.575967713	18.83687287	0.585968545	0.576196859	20.24614721	0.580439679	15.47729878	17.19177764	19.88010018	0.591857912	18.13891562	17.08134365	18.27606717	17.65407842	17.90336638	18.14655904	18.29329721	17.75374223	15.15391797	17.2675561	17.74874442	15.83620815	14.03398147	0.594358661	17.54880663	0.593906298	14.72851761	17.32692646	17.54546285	16.98669601	0.586817326	19.4691278	0.581874788	19.04708879	0.591527301	0.580520624	17.52767458	17.34561261	16.17283781	17.74257435	0.580978791	0.588927474	0.583442417	0.58162417	19.64103622	0.576557374	0.59168216	17.2872874
A0A087WY61	0.57922046	20.34204794	0.590908757	20.75832947	21.3132015	21.68694159	20.73086325	21.39140815	0.580492406	21.04336544	19.44800045	23.12175625	0.594194219	0.590272431	0.579778507	20.61050234	19.21429822	0.578552565	20.6871672	0.594336537	0.58380872	0.57651625	19.83396028	0.585228562	20.67151159	0.59270935	19.83830152	20.32046412	19.20905929	21.1420868	20.41565616	21.01520966	0.589744353	20.03275588	20.77102151	0.583722639	20.67226563	0.582375838	0.593450745	20.68375571	0.579264373	20.30915727	21.55321562	20.29820286	0.578021564	19.78786929	21.08	21.62280791	0.58614382	0.594405333	21.01890037	20.73461536	21.36055122	20.07218446	0.588139578	20.59954798	0.586650828	0.581537701	20.70723073	0.57976485	0.578484648	20.88082521
A0A087WY96;A0A087WYN0;P31641	16.72297144	12.07363003	18.44720622	13.77877649	17.45795569	16.7423558	15.07105968	17.47908244	0.589385318	16.88391062	0.58314692	0.579132478	0.575633148	0.58805523	0.576681733	0.57995216	0.583726238	0.575657742	0.57989192	16.57245726	0.59162997	14.34245737	17.9726142	0.585775697	15.50949753	0.57834649	15.67122596	1	16.0411008	15.00810646	14.99471822	15.70116229	0.577198539	0.594513805	18.35869291	19.13215547	0.579532781	1.708466243	16.827519	0.580098986	0.577485687	17.26961811	19.78696453	19.1908507	0.594540479	17.18030862	0.578975469	0.582572145	19.41727347	0.587057178	16.52815098	16.78650326	15.96554731	15.26480151	0.576997508	20.35201634	0.581084331	0.593611642	17.8601175	0.584202451	0.577475937	0.580223685
A0A087WYA9;A0A0B4J1R8;Q6PII3	0.579118659	17.1611065	16.4653001	16.41862369	16.84865474	17.70843804	16.73385321	17.65162415	0.590529634	17.13612704	18.45523552	0.582974214	0.593021353	16.00159323	0.584019848	17.36822868	16.67268484	0.580319379	0.582897698	0.583703369	17.39169737	16.34855852	17.23058883	0.585371368	15.78337517	18.66204756	17.85436916	17.84328488	16.13107948	17.40231105	16.67394533	17.88918086	0.589871925	0.577789577	17.66825234	0.58934691	16.6793754	0.593997261	16.77636626	17.55977115	0.578084776	16.73976042	17.36369177	17.14769652	16.56690704	18.61610603	17.84413394	17.92079379	0.5869571	18.74352525	18.00352718	17.2290168	16.98779138	0.581861122	0.588238777	16.35647373	0.587588207	0.578446253	0.583498046	0.584585216	0.591758681	0.58741987
A0A087WYC0	0.589774225	0.590165342	0.58455126	0.586308526	17.78276421	18.63970691	0.59386801	0.576390086	0.576118491	18.72835142	0.578736994	0.587247696	20.37915425	0.576779054	0.589814539	0.584926927	0.583486846	0.580057791	0.584823637	0.591827754	0.593296743	19.19062543	0.586457439	20.53714172	0.5828157	0.583509473	0.583895838	0.588359735	0.592160999	19.24917915	0.592043629	15.68357764	0.581304463	18.17091284	17.69042795	0.588714989	0.591093327	19.0381102	18.27711327	17.54194465	0.585566249	0.586041817	0.578672401	18.46523818	0.588012171	18.86766909	16.36297905	0.593117412	18.55184248	18.88522586	0.589776399	16.97834484	0.588702023	0.590243251	16.30324465	14.96885352	0.576202999	16.33250278	0.592113647	0.58766603	0.580005761	0.579874008
A0A087WYH0;J3KRC8;Q96N06	0.593660912	0.594087866	0.577179735	0.576790932	0.580377103	0.590769487	13.88037796	0.582367134	0.585609155	0.575859557	0.590533825	0.578157401	0.58420168	0.581430193	0.588420087	0.589079808	0.585708708	0.581197663	0.592124433	12.67322528	0.588784743	0.579644124	0.589182132	0.583183487	0.575726533	12.07205489	1.052519545	0.589984815	0.581508119	1	8.370626751	1.083293547	0.589928747	0.592439266	0.585768866	0.581315445	1.230976481	0.592417955	0.587277841	0.581767327	0.582614309	0.589241816	13.46405535	0.577938409	0.578502643	0.576195962	0.588914162	0.58224615	0.594515713	0.582516188	0.593170244	0.591091052	14.66749404	0.577520517	0.577942496	0.585996586	0.591834641	0.591122763	0.592667063	0.593676246	0.590952709	0.59436989
A0A087WYL7;G3V4A5;O75586	18.28330487	15.86087632	15.94033116	16.22340976	16.09983352	17.97965912	18.01624024	15.94252453	0.579202409	15.94955834	0.590860177	0.578096229	1.463580934	17.0962572	12.14212903	18.33710586	17.34870087	20.11876654	15.15021414	17.02903374	0.583556314	14.84817132	15.50784931	14.26097163	17.31255714	18.97719632	19.03263668	17.07542512	15.95464557	16.53178717	16.69688955	15.00264542	14.27945912	16.45868721	19.24862252	14.47631915	14.89103829	15.72800477	0.594509305	17.06349646	15.96703281	16.49562987	16.10395159	17.1912195	14.71373156	0.586442752	0.588240175	0.584797004	16.77807693	16.82130376	17.72051764	16.09654305	16.93953626	16.36814207	0.580479016	0.576560037	0.590113433	14.83961978	16.83553802	0.59306555	0.583759771	16.38905662
A0A087WYP7	0.575475764	21.80422528	0.577083415	0.584458041	0.58120831	0.578017028	15.52343908	0.579143149	0.588634895	0.582866677	0.590478634	0.577879524	0.582629143	16.28422796	0.581093234	0.582451588	0.593204647	0.59149116	0.584157296	0.584401939	0.592761016	15.28210754	17.16548745	0.586189406	16.43294708	17.37355805	16.54401319	18.36121185	0.586347379	0.590142628	0.584666545	0.584568209	16.38768303	0.580556037	0.593422322	0.579665645	0.581744434	0.591596387	0.59127802	0.58841719	16.56598991	20.54919019	17.08080127	0.58524427	0.581760515	0.581067658	0.583811828	17.06538885	0.589924857	0.584854795	0.587737755	0.593258307	0.592994075	0.578363268	0.581431454	0.580866925	0.58417763	0.580583352	0.575526241	0.584211248	0.583874272	15.57194552
A0A087WYS3	0.577724106	12.67749943	15.32911473	0.593491444	0.576026341	0.59423755	17.74720435	17.0839154	0.591479842	0.586940581	13.22164169	0.586991845	0.590232522	16.39131151	0.577829619	0.585843503	0.581071222	0.588586531	10.73390729	0.587553085	0.578461499	18.02937435	18.70030647	0.589794115	18.72259056	17.47382191	16.20689795	0.583721247	0.588909555	16.42307486	0.586107281	18.03933543	0.587575422	0.577114722	15.17987994	0.5811404	0.589410843	0.579227733	0.593895271	0.581557623	0.580373714	15.92637518	16.88088872	0.587578189	0.582856802	0.585772327	0.588647094	0.58181355	0.584576331	15.66197702	17.8143284	16.57967617	14.25986723	14.48852555	0.577330185	0.578197504	0.580005114	0.582621672	18.1134023	0.58482178	0.591027033	0.590133789
A0A087WZ50;Q8TCT7	0.580942601	17.29489863	15.82927049	16.54243195	17.34123933	17.62549315	17.24858387	15.71232054	0.583315437	0.593697308	0.577121337	0.582208434	18.0941025	18.04863853	0.590805631	16.83234459	0.579826791	0.586803999	16.86063444	0.579712014	0.593470774	16.36703782	0.592059778	0.586323607	17.9120438	0.582665668	16.46991912	15.42598239	17.11362534	16.98204153	14.24134168	16.78273862	0.577806748	16.12343328	16.84960869	0.578219911	15.67483912	0.58096344	17.76732654	17.55938538	0.576151942	16.77795296	16.57809923	17.32192631	17.55712395	17.48389953	0.583053757	0.585943721	17.34691189	17.78950141	16.81553506	17.55017725	16.69873953	16.91210713	0.581924943	0.580568398	0.593143069	0.594215891	17.23537094	0.588873648	16.72853951	0.587274208
A0A087WZ65	0.586726035	15.82042548	0.593892347	0.576326025	0.582555555	0.577595255	0.594516696	13.88253885	0.590680474	0.59283197	0.581969225	0.581438633	0.576450123	0.577136933	0.57956855	1.094971575	15.79240854	0.580090161	0.577867869	0.585997715	0.578933868	16.08163638	0.575677843	0.586337521	0.591789968	0.589382919	0.575999689	0.585005299	16.44148276	9.506140603	0.587719435	0.577906297	14.17947467	0.575330301	0.58081286	0.585167205	0.592794193	0.580919079	0.5767304	0.581030075	14.93213895	0.58710272	17.15080866	0.587117014	0.578681517	0.580818811	0.589154776	0.592814635	0.593039402	0.585216333	0.57549992	0.577355439	14.04999608	14.21857905	0.576337911	0.589141855	0.587377644	0.585232207	0.594435048	0.582129838	0.576759571	14.84111253
A0A087WZL0	0.576335193	19.38817788	0.579910339	18.07595958	0.593907262	17.77360849	16.79028078	17.09785918	0.588977899	19.79784781	18.73313886	0.577102442	18.18457862	17.87612683	0.590092942	17.80243649	17.8231326	19.41014452	0.589001308	17.53448634	0.583938117	0.591533252	18.69541883	18.52726091	17.72811649	0.583207882	17.66325667	17.12383787	0.594224485	19.21111356	16.54058923	17.99717018	17.2988243	0.575964836	17.71481493	15.49049825	17.67691133	20.31836765	0.590062911	0.593653219	19.79922697	14.97743331	17.73386458	0.581933486	0.59320532	0.576467457	0.585393875	0.593605154	0.591919197	16.64276488	0.578648648	0.57738638	0.585890828	16.68291692	0.581925836	0.575681888	0.575742002	0.580379424	17.95331105	0.575627349	0.584821486	0.591259072
A0A087WZM8;Q8TBM7	0.587028546	17.67449617	0.578635332	0.586140343	18.5129585	17.59485853	0.591242306	0.587431868	0.577356426	0.578713581	0.585305502	0.581779769	0.589366892	17.69298183	0.579354048	0.581747356	0.586997625	0.580813282	0.590905843	0.591137808	0.579486956	0.593539427	17.78059353	0.576514665	0.583074031	0.583017792	0.577815115	18.57801087	0.584083219	16.71019854	0.580880515	0.592770953	0.585951423	0.578021414	0.589115727	0.579991298	0.593135294	0.585987706	18.33488497	0.577862793	0.588354487	0.579843352	17.86727091	0.578481843	0.576076682	0.594133527	0.589984702	0.585141216	0.589236294	0.593521495	17.73034492	0.579815272	0.592661392	17.40254228	0.591737281	0.587438475	0.591459811	0.58273666	0.576293355	0.592542182	0.580959928	0.589558081
A0A087WZX0;Q86UU0	17.91073257	14.67948364	20.55400619	15.34944174	0.589420647	20.41469969	16.01881584	17.0873518	0.584338761	0.591855084	15.88807599	0.582575531	0.583112961	19.02284391	0.587823944	0.575791841	0.591941028	0.575590566	0.575344399	21.55977746	0.578117816	18.20315142	17.50676519	20.80851382	16.84193408	14.59176703	17.27382362	0.586436355	15.97305794	18.30956337	17.60424169	14.76698953	17.42782663	15.32573119	18.00142555	17.26990241	17.36248338	19.2632073	17.71084783	14.3508518	0.580240712	18.14973441	16.82448567	17.49969896	0.583991073	19.16895163	15.66676784	16.05727653	19.92323589	16.05020538	16.23449484	15.64078122	17.19686863	16.15916565	0.584495728	19.99590539	0.591922996	0.594375069	18.0453789	0.588885042	0.575369199	0.586634329
A0A087X0K4;Q7Z408	0.579114595	17.57854084	18.77444224	17.58944394	0.586619922	19.78261155	18.45167697	18.79213991	0.581318953	0.584592604	0.578209571	0.587947102	20.15591822	17.11088693	20.82583961	0.575362544	0.592747463	0.583918805	0.584859314	0.593118525	0.575396324	18.40874786	18.68621656	0.592218003	16.73646087	0.586554266	0.575472994	0.587427596	17.13123636	15.69309927	0.583698366	0.585816391	0.585229897	0.581166184	0.582347081	0.590738508	19.57051981	0.582196694	18.84770065	17.38570352	0.591563882	18.3096494	17.55366421	18.24097398	17.93708012	21.23463517	0.578920657	0.582745545	0.576409257	17.964005	19.28895912	18.94050484	16.80007499	18.46793497	0.578572091	0.591467972	0.5808318	0.579340165	16.54894969	18.59556072	10.63886265	17.66058375
A0A087X0M4	18.4895213	18.35004203	18.68540744	18.33397587	18.93831854	17.77991629	18.79890494	18.51190548	0.591049032	19.74573197	17.66534004	18.90863248	18.90298714	18.50753674	20.33346112	17.89368453	17.36619506	17.42679913	18.37487763	18.38095483	17.57149459	18.08888624	18.18814707	20.16561963	18.08544847	18.12152972	18.21285554	17.44946694	18.004886	18.73106976	17.73464688	18.78704058	17.91024462	18.76465862	17.25435914	19.25204285	18.21037423	16.53253321	20.13704366	16.57471582	18.19835316	18.75635047	18.50681106	18.42677904	17.88283631	19.41004719	19.2686989	18.03516121	21.44413074	19.23483614	19.9568779	19.73140408	18.44511098	19.59893812	20.92512257	18.89781684	15.56382306	19.60941334	18.0584605	0.588766792	16.02978126	18.84393906
A0A087X0M8	16.22609889	17.2157633	18.1721128	13.32418206	19.58356728	17.13340643	15.25222812	0.592119918	0.587380115	18.71263909	17.98567841	18.94354735	0.57941224	16.85018894	16.512709	16.7448049	18.64022993	18.08441509	18.53188495	17.17372181	19.48940296	17.58498887	17.02058292	17.15932843	17.91359598	19.38826553	17.14004104	17.11948957	16.73410168	16.65149124	16.45007576	16.31413803	18.66083843	18.16056345	15.88795565	18.54285653	16.54525038	20.1300874	0.578095535	0.577778025	18.1566883	17.2101389	17.18117319	17.10738408	21.11762852	0.593822368	0.575731979	12.128949	21.68026529	0.584052317	17.01902174	18.0554016	17.96650941	17.27734047	0.576825304	19.89444533	20.54879687	18.13732499	16.56728141	18.89729431	18.13657846	18.80632344
