PG.ProteinGroups	T2	T3	T4	T5	T6	T7	T8	T9	T10	T11	T12	T13	T14	T15	T16	T21	T22	T23	T26	T27	T28	T29	T30	T32	T33	T34	T35	T36	T37	T38	T39	T42	T43	T44	T45	T46	T47	T48	T50	T51	T52	T53	T55	T57	T58	T59	T60	T62	T63	T64	T65	T66	T67	T68	T69	T70	T71	T72	T73	T74	T75	T76
P01137	0.576831429	13.51209301	16.2465178	0.588086191	15.62070779	17.7553922	14.81140527	16.6603361	0.584954935	0.593693477	0.588236999	0.592361245	16.24010652	16.53832856	17.26061938	0.580076263	0.580702224	0.578361957	0.579519772	0.583750464	0.576829336	0.578431655	0.588797508	0.591041266	13.99063237	0.587684374	1.052432562	0.593508203	13.11941421	14.64602523	15.15232167	14.73495175	0.576914828	0.586047296	0.588709916	0.584419372	0.591276151	0.591710798	15.70906372	17.49681965	0.580832605	16.31484348	1	14.3144715	17.52975855	17.83946264	0.589659715	0.591940048	0.577343249	17.51625898	15.76123327	16.49127989	15.76341167	1.186853486	0.576414784	0.580090289	0.581807222	0.580112351	0.592834876	0.591964459	0.590098028	0.589265681
P01210	0.587979515	0.589171449	0.593790252	0.580462467	0.58846516	0.590890498	0.578693648	0.59349708	0.586508644	0.591161773	0.579133291	0.582896283	0.575491668	12.80914872	0.588412255	0.578045877	19.65549218	0.583922273	17.12606353	0.590194592	0.588963821	0.577598765	0.584056266	0.587592241	0.579169716	0.585180472	0.584182703	0.580299856	0.583375911	0.586040004	0.580924233	0.57541868	0.585317015	0.580847588	0.590835709	0.588491461	0.576497741	0.59281879	0.57636297	0.578007995	0.585651955	0.593657137	0.580374833	0.588761358	0.591495731	0.591064919	0.582708462	0.578833663	0.582690243	0.592241274	0.586445637	0.581181479	0.590898227	0.591978803	0.578312308	0.587318657	21.63729439	0.585377863	0.579900765	15.6427933	0.58198052	0.580959688
P01275	0.583504798	16.93179884	1.318157646	18.93283083	18.7027211	0.580226112	18.21053684	18.76368651	0.575696112	0.586253456	17.26060862	0.588578429	1.463859218	0.579818631	0.589714524	20.17698741	20.89325394	23.19570546	22.10887759	19.18994774	24.76368362	15.43047935	17.61366954	0.575370407	17.18311907	18.77735797	13.52751889	19.94916592	0.586451676	16.61959279	19.67618006	18.14701498	20.45650119	19.3051309	17.39297376	19.86314668	17.39291324	17.75108032	0.575363622	0.578528075	19.49255321	16.83321758	18.44583654	16.44520838	0.58438734	0.593792512	0.580232514	0.577395607	0.587945587	17.4598008	17.17950201	0.588381301	16.87185364	16.8538886	0.589022515	18.07505293	0.594146388	0.575862366	15.59449751	2.182615535	16.54718944	21.00401468
P01282	0.580114644	16.19316723	19.55536159	19.18885548	0.579871534	0.58683404	19.57291656	0.589608005	0.593123788	0.584934741	0.591286698	0.577780539	19.33464115	18.55828991	20.54625062	20.32365212	20.46359871	20.70933133	20.18058195	0.576272851	19.52378459	16.41280395	20.51267573	0.578896614	17.86564115	19.03542889	15.9223895	18.15254512	16.48698142	0.579258974	18.06692153	19.91938874	20.24188498	21.70506261	18.06850326	20.89226116	0.580248052	20.13776917	0.582505287	23.71228255	21.17950504	16.18793073	17.17076602	18.56466493	0.588550137	0.588013328	0.579067975	0.583104092	0.578233152	0.591041165	16.82139778	0.584136427	17.45645832	18.20092	0.585155208	20.35859567	22.51704698	0.576319044	20.38892213	2.040299839	15.89087339	19.24042771
P01584	0.577089638	0.58137091	0.586875228	17.3808139	0.5803535	19.40644118	0.591912613	18.54417832	0.584551916	0.589914464	0.579219258	0.586695329	20.37991731	0.581974645	20.50112528	18.88804347	0.576765751	0.590533082	0.589316029	0.589893468	0.593068775	18.71582849	0.585042242	0.5851338	16.99618943	0.576355049	0.584266945	18.37277395	0.586839327	18.57498415	0.581444542	18.43774572	0.578481289	0.579399183	18.313942	0.583298262	0.588901473	0.584928527	18.81201686	19.46922123	0.587498122	0.582150302	0.579678189	18.47024106	19.91663594	0.580952685	20.29476643	15.96465233	0.592150581	18.9264273	0.580331242	19.23094864	17.27521616	16.66594968	0.586838222	0.580901788	0.585240023	0.577498823	0.587361671	0.581997116	0.58088649	0.594412452
P01619	19.47775283	21.51880993	22.18442229	21.06971362	17.02499995	20.66723793	21.87433218	20.96219678	0.590083458	21.78365013	18.7132298	21.4844415	22.31759865	21.17546427	22.0594831	22.59907108	22.59934741	0.578956333	20.64806875	21.1224642	20.97405602	22.38951896	20.32377964	20.37113187	20.76838536	19.7444863	19.77436964	22.79357086	20.50142454	21.45817053	21.50474651	20.56939626	19.09930559	21.01929022	19.71535731	19.49981974	20.40892922	21.55877196	21.4656897	22.81691675	19.70390706	20.23916962	21.65351885	21.36939753	23.8149673	18.82357473	22.32575767	20.98413419	23.10952908	22.47186694	22.67235854	22.25188716	22.63419863	22.36057305	23.00232402	21.06884108	19.8357483	20.37374773	21.94026036	25.60578957	25.27030435	21.28043592
P01700	19.75403024	18.62636788	19.8335992	18.70168074	0.589144411	0.593239395	19.25192818	17.84769988	0.591023882	0.59298766	19.55675079	20.16699021	0.581162276	0.576508314	18.95555529	20.47305689	19.3781759	19.52403027	19.13194423	19.43028013	18.30145405	0.583979362	0.592793901	0.585000487	17.35550421	0.576862993	18.88640771	19.82256869	17.90650411	17.51634206	18.49779435	17.48827938	19.11028911	18.24072554	0.592432415	19.6642334	20.19069957	21.50328918	0.580076796	0.588532889	19.92546145	0.590334491	18.69145249	0.592264604	20.12560108	0.577619893	17.64042446	17.89487603	0.582993263	0.587081374	18.20714588	19.47828218	18.10183593	17.71869978	0.584135437	0.580212561	0.577053761	18.36549025	0.582217352	0.589831625	21.16816221	19.41535443
P01701	0.575758348	19.07201465	18.31032807	19.31532843	19.17819905	18.89171817	18.61193186	19.90210163	23.08823376	20.05939678	0.588820311	19.43641329	20.36405715	18.52648599	22.42080218	22.06977294	19.55880605	0.587738068	19.95790193	0.581960578	0.580080667	20.09595165	19.43847259	0.582691683	18.43443276	17.94958585	0.58471272	22.42128425	17.54456595	18.75739438	18.37285072	19.28042714	0.582422405	19.42711715	18.35109411	0.579389141	0.576465088	0.587431866	21.47105026	22.27204439	0.585647883	19.04080709	17.71326033	20.29822916	21.70039622	0.577199982	22.11812776	0.58290709	21.16872735	0.581070296	20.80513001	20.48517741	19.44245405	20.07596561	22.87851413	0.583547884	0.576113621	0.5805637	20.27863463	23.28074302	21.94441699	19.56721827
P01709	0.581497272	21.76759508	0.587582662	0.590031533	0.580691857	0.591380578	0.577964856	20.83875431	0.578761455	0.588938438	19.96134017	22.58140634	21.63976971	0.589721328	21.51598455	21.01605673	21.8606979	0.591491164	20.24143901	0.585751368	20.2412797	21.49242314	20.26235325	0.587854169	0.589474622	20.15724777	0.579583438	0.576464565	0.576998117	0.581659313	0.580028013	0.579722604	0.594393998	0.58810826	0.586129203	0.57533432	0.575711719	0.582821057	20.05333398	0.580755205	0.592744448	0.583867475	22.08961325	0.582009309	22.10149036	0.589051973	0.576472001	0.592227401	0.587655349	0.589131657	21.99556817	0.57560038	0.580097775	22.1713584	0.5926518	0.580824303	0.576538903	21.52694643	22.12420921	0.591957623	22.7883588	0.593953729
P01721	0.58072392	17.09527854	17.61750894	16.80818295	0.587562027	16.32031496	17.17824495	15.34175525	0.583330494	0.594047824	0.58945629	0.592738636	15.75032323	14.31907821	0.590840179	0.578699401	0.578015626	0.577966806	0.579215413	0.57829397	0.577770957	0.576651684	0.583095349	0.593461054	17.28005624	0.57747262	0.584484873	0.593960951	13.76216444	16.44147276	10.19455729	0.589239293	0.580093981	0.591290731	0.582220529	0.579200651	0.579386385	0.583064469	0.5911732	14.88622926	0.577942575	1.277684551	14.56060141	16.12625026	14.99061021	0.588328617	0.591700789	0.580160648	0.587040165	16.27718891	18.18286471	0.582293902	16.65837396	14.35528267	0.580114761	0.578157796	0.57664863	0.588981949	0.578036229	0.5806026	18.79006944	0.57708271
P01732	0.580966386	0.591433822	0.591859713	18.88791717	0.590254922	0.588953918	0.588697437	0.58106785	0.591561405	0.581330083	0.586944912	0.591287171	0.580668057	20.0647699	0.583190568	0.579672046	0.577156064	0.588018099	19.0313497	17.61662153	0.575381313	0.579797947	0.589737545	21.95274116	18.61898418	23.05339464	0.580197231	20.34892073	0.58870034	0.591130652	16.50453437	0.580492303	0.577897736	24.19240412	0.594163123	0.577014225	0.588641135	20.81067616	0.590974547	0.586858102	20.27213283	0.576043518	22.30914325	0.594439216	0.579882113	0.584278144	0.586589148	17.46774882	0.577589472	20.71729037	0.584249583	0.577025417	0.579897344	0.575335093	0.578114711	23.1897454	0.581438163	23.13123353	0.585320977	0.589057968	0.594524161	0.593145253
P01742	0.584684744	19.33226333	0.576249689	22.61293833	0.586772238	0.590244825	0.579612262	0.580397672	0.576757143	0.594364566	0.590809175	0.586402832	0.592652084	20.16456602	0.587791395	0.576467092	0.577249958	0.580447586	0.59305307	0.591336593	0.581082022	0.591341656	0.583731066	0.577646934	19.64191933	0.576374748	0.586566422	0.584954401	0.586187772	18.24576884	0.591489872	0.576427872	0.578577996	0.594015426	0.575914091	0.589805605	0.579843222	0.586517912	0.592631284	0.58857756	0.594191461	0.591965867	0.579656133	19.02374234	19.04392108	0.581645812	0.588732447	0.580106368	0.592801254	0.576030644	17.45071955	0.584845697	19.40413835	19.36598797	0.578712726	0.591016301	0.57709756	0.579421553	0.593779779	22.66067514	20.2951459	0.58077533
P01782;P0DP04	0.581829408	17.88194665	0.584169193	0.575614004	0.585503201	29.11365967	27.16190365	24.84493276	0.590419788	0.591419542	0.586170287	0.584637922	20.25548405	27.39732016	0.581541503	20.47460225	0.582016893	0.581510869	0.582195703	0.580692789	0.575670058	26.79535314	0.582490798	0.59332338	23.88900247	0.577937783	0.578271814	27.17282959	17.49795986	19.01014596	0.58299252	18.73238959	0.592078564	0.588786889	0.578379644	0.584222522	0.588445141	0.586258992	21.00157141	20.32760801	0.588074456	24.16334525	0.583820516	0.591714922	22.15009062	0.577126908	0.585470791	0.588928669	0.577420552	18.38563757	0.592899748	28.37503082	20.88001168	17.81829302	0.579906284	0.59285019	0.590425551	0.587806837	21.19290546	21.9794777	0.588835073	0.57809412
P01877	22.87866277	22.14061012	21.19438986	22.58780532	22.35402805	12.32593303	13.84385551	19.04313445	22.44270803	20.71079908	24.25412259	23.58294545	20.16842606	11.45025389	22.28639165	22.50264961	23.65928213	0.583078859	22.80007884	23.30730283	23.53442175	18.47731187	19.65078641	26.92803805	17.65498635	23.2197099	20.82379171	21.83985502	16.9437354	18.09232954	15.7068307	15.45690846	0.592203844	25.39186034	23.27493887	24.42957218	21.41567847	26.20376561	21.86631707	23.27836665	0.591035403	22.66628231	14.25895558	21.97884851	21.36764177	0.58894859	25.35093112	13.53135802	26.67278379	17.95224962	19.29484802	17.85051612	21.344399	19.21656929	24.20673635	25.99577666	0.591505232	23.81566854	23.14606815	17.74563135	20.27021518	17.119592
P02458	24.90922039	22.50511009	25.35970939	22.52934083	24.09603025	23.30639217	22.70879006	24.17080536	25.21546401	25.56052774	23.69004733	27.88011009	21.61908014	22.02386719	24.62734746	23.77179572	23.14720461	25.51175341	22.43280311	23.52650831	23.60025141	23.80348672	21.55415928	25.19235878	21.67707527	23.42371184	21.67885574	22.88070855	21.57589512	22.69385423	21.74241018	20.81751879	24.08020849	24.72129088	22.48952681	24.48040139	21.39542954	26.98348485	22.41570464	22.98943279	24.48339985	21.68101241	22.30697117	22.32413109	23.19715429	21.10235028	23.08501416	21.15776741	25.58236509	22.12319107	22.68897517	22.05249989	22.95195458	22.65429207	26.15928302	24.50476014	26.55134838	23.81957482	22.25654388	24.41221144	24.72804822	23.87859552
P02763	19.12774548	20.39498844	21.18515688	20.49138939	20.70266256	21.37738054	20.47471314	21.12903188	19.44745344	16.78196837	17.86422753	20.25411876	24.87730028	22.8851348	26.2371163	21.7292359	20.71151385	19.38790149	18.95057334	18.85311906	18.92702215	22.20462413	20.2766569	21.68086963	22.33130009	18.54534584	19.52913121	21.56672022	21.60944513	21.90310044	19.77544481	19.22418042	21.25693383	18.08389901	18.9943	18.46073085	19.12982194	19.91572714	22.86252613	26.48131167	20.15526604	20.20557254	20.4697208	20.2873976	24.19883146	21.88293853	23.25493359	19.23646739	18.96960565	20.22989491	20.25173406	21.55524595	23.34403687	20.6820606	20.84373765	16.71488681	18.84342262	18.44629657	20.74332739	24.90554084	24.43427565	20.65869331
P02765	22.57083223	19.62372803	21.38902996	20.35452677	22.04586079	20.09753998	20.6033017	20.6050299	0.584293964	20.92426233	21.98087417	23.38660982	23.05032015	20.9596112	23.61545307	20.98752503	22.18054143	22.5299763	20.61361773	22.22561433	22.87820269	21.34574362	20.65700349	19.70732827	19.34804097	21.64380743	21.43631975	21.95137383	20.39732838	20.43796981	22.3969644	20.885591	22.28806878	22.67040676	20.90837274	22.23231274	21.58633232	22.41728777	21.96159771	22.97075461	21.79106082	19.12680324	19.29116606	20.16090269	22.50124922	20.36402041	22.1666737	21.64616755	20.05192681	21.29855319	20.12996088	19.43501704	20.7851041	19.71637791	20.9222757	22.26442442	22.37677231	21.97421238	21.82958184	24.39678042	23.64294442	22.15446106
P02790	22.65279717	22.00471116	23.28894843	22.25871827	22.30842292	22.18889063	23.36314741	23.24381536	26.48935324	23.90698534	23.19266064	26.48078479	25.39302578	22.62841661	26.38769725	23.84797327	24.41407272	23.47769096	22.50251669	22.47712445	23.90750217	23.87731503	22.32673778	23.98910124	22.69324	23.36515581	22.33608795	24.40557563	22.58021025	23.32024678	23.82098448	22.3525889	23.46405186	23.52327276	22.57382652	23.97020439	22.26383539	23.876362	24.45649235	25.61108833	23.69213923	22.84310993	23.21586474	22.72501576	25.16850491	22.59880821	26.40393899	21.6049685	23.6141685	21.84225212	21.44174439	22.00545323	24.17519051	21.32857906	26.23974989	23.40379819	24.8357523	22.84467301	23.25860801	25.98925747	26.02547605	24.35446873
P02792	0.583821938	15.95489259	19.09666465	18.36004224	0.590314682	18.87246607	15.05529866	16.58595118	22.57608721	20.47448689	18.99673216	19.24173169	21.53562233	15.51843069	24.05109748	0.594120599	18.99543231	0.576668508	18.57589073	0.575807088	18.67208333	19.09670904	18.35357707	17.67162691	16.06824329	19.01672601	19.07028853	18.03519344	16.07957007	15.50850387	19.01941206	19.4472679	18.63586932	18.02524046	15.30322974	18.78914585	1.231171658	0.594444718	19.53759842	19.73353538	0.591503645	19.47617809	15.47945563	18.71739236	19.06733555	20.46454625	20.76071812	19.02157866	0.591739694	19.80495382	18.21814829	18.76008226	21.6940827	19.6745313	23.17697265	16.76850672	19.53655149	18.84939632	18.52967266	20.07019122	21.13264626	16.24188702
P03886	0.582120146	17.56595959	0.584986618	0.587126008	20.11024099	17.82333186	16.78321508	17.65535318	0.594421807	0.589595825	0.591636961	0.589036684	0.583702538	17.3020939	0.585725032	18.72563503	20.46216799	0.584702861	18.11461705	0.585674599	17.83533485	17.90456324	18.58710954	0.592046386	0.588514476	0.590094451	0.590157822	0.587614921	17.13461354	16.4571311	16.6220069	18.18580174	19.27906571	20.16527782	19.013921	19.55580366	0.586375998	0.585837777	18.20245612	18.45153688	0.591680536	17.11888532	0.580366745	18.16439538	0.587555532	0.579923755	0.576865805	19.00729936	0.593376998	0.590873788	18.24508827	17.46889011	17.0176393	17.63726277	0.586672233	17.98014202	0.579425627	0.587153761	17.98195298	0.582459331	0.578182923	0.589711481
P03891	0.582603725	0.583183852	0.586207044	18.04329384	17.26401157	18.17286772	17.0798119	16.98225292	0.586250963	15.73264081	0.592748371	0.576660654	18.64588905	18.50813146	18.42564785	0.592219741	0.58416014	0.58032164	15.46550376	0.578654457	0.578847832	0.578752628	15.76368661	0.580446776	17.46039403	0.58264769	0.59100241	0.591587829	18.39109894	18.40541327	0.590959097	16.00545802	0.581494791	0.58223627	0.587672017	0.581153515	0.592681861	0.58286882	17.89886474	19.64578749	0.585605199	18.3835349	16.12831267	17.50404186	17.93885235	17.13202788	16.94382087	14.56221703	0.583808961	19.20559327	19.26263068	19.77873298	17.79754428	18.43723317	0.580562125	0.577487113	0.593869805	0.594457985	17.47958762	0.587754499	0.582209045	0.594465824
P03923	0.591672264	20.96969479	21.24091577	20.80438916	0.576907381	21.97228052	21.19305696	22.43057085	0.583237855	22.14426739	0.578487962	0.593752987	22.52780461	21.64478443	20.26553836	20.24602293	20.191729	0.5786185	21.37129635	0.588638544	0.592685217	21.27477781	21.14929173	0.577417549	20.01002965	20.70910212	21.83238689	21.24875439	20.31033611	20.52392406	19.93449994	21.77520416	21.13247259	20.19595307	21.50935254	20.31967488	20.98267908	0.57574245	20.22495598	0.580733672	0.582227865	20.92910053	20.73302784	20.34802692	19.56843235	0.58289643	0.590413695	19.86918876	0.588501554	20.64056236	21.12432439	20.53545895	20.69430868	20.09609646	0.59159989	22.1661614	0.584759222	0.590549266	20.41410608	20.31101778	19.4399673	19.87435742
P03950	0.57966827	17.91135834	19.92450237	19.41750205	0.578805684	0.594525672	18.28267091	19.63724331	0.577621762	0.590254006	20.89842776	16.89012991	0.584714346	20.98989476	0.578352789	18.9014222	19.5742691	0.577261296	22.53518969	20.69416114	20.62349105	0.583870746	0.576942693	0.57733236	16.49979626	17.62111062	17.6932317	17.43771322	17.6924695	18.97716705	14.33037614	18.27691597	21.20635756	20.26335174	0.586802359	0.585339556	19.01049635	19.5413279	22.7621976	0.584513584	19.79804902	0.589886535	17.92163667	19.49821376	0.580867064	0.586950715	0.580616895	0.575613683	0.590115898	0.587132478	18.1870968	0.578558391	17.76701793	17.80123984	0.580480813	21.7639215	0.587861241	19.98455892	0.579777834	20.46837309	19.3236616	19.56496967
P03956	19.82576004	0.584783565	0.59443312	16.87962167	18.31678864	20.51192453	18.52651822	18.65708627	19.28235645	17.74429227	18.70431465	20.0313327	18.0964689	17.56025247	21.58432924	16.61974602	16.79017059	0.585015057	22.4059989	0.594453431	0.58473372	17.63865079	21.84533681	0.592175482	20.05279621	16.48409	0.581043181	16.49041537	18.629105	0.590718374	16.78516627	18.75893755	16.97276152	0.59147579	20.50144179	20.23967136	16.76351369	0.580240675	20.03673806	20.69973892	0.577463408	16.60692385	18.02326163	16.99541756	18.64275916	19.09240278	21.41107181	18.53693098	18.99687341	17.035036	21.69272457	16.61026814	18.91273313	18.51118815	19.6270059	20.06573676	0.582737731	16.37877852	14.8504072	0.582835414	0.587488007	0.581592747
P03973	0.582069518	0.575452774	0.576924085	0.579173945	19.32278638	19.79629454	17.89755302	18.7054975	0.578759337	0.586387244	0.579508904	22.31119078	0.584537166	19.9655666	0.575925511	0.587967011	20.07286516	21.49359407	19.4677242	0.591831369	0.593987845	19.17533025	18.864508	0.587218803	19.70365808	0.578561844	0.594115148	0.587157028	0.580843411	18.89486651	19.67504939	0.584444294	0.586207566	20.14775443	0.57815873	19.64421629	0.578881419	22.85545688	19.97409148	19.9821407	19.50899716	0.58580152	18.28124537	0.580228249	0.593524935	19.87866539	0.585003877	0.589842096	0.583319155	0.577005859	0.586175192	18.89175497	0.578649272	0.587722132	0.583955879	0.585820131	19.07667829	0.589827567	0.592731556	0.581978014	15.71546519	0.579519872
P04066	19.89437474	21.62657063	19.75735888	21.1884497	19.34574254	19.92674281	20.3703402	19.44814051	20.76416738	22.48612071	22.61683261	19.92477038	21.89182643	18.91260806	20.02680759	21.83742919	22.67661461	22.15425646	22.1438056	21.50656739	23.49165826	19.77459887	20.09307256	22.31363054	19.622467	21.56909756	21.5710537	22.18454608	20.9037846	20.83497836	22.10276002	20.57664684	23.68352689	23.01352578	20.86018486	22.86617121	20.88197773	23.40112144	20.64327282	19.61679224	24.31302576	20.48342415	22.18101968	21.98845491	20.95858263	19.10736556	20.06349581	20.467713	21.22206921	20.44672869	19.55346724	20.01540791	21.13036616	20.17856578	22.66786214	21.54453529	20.28184756	20.89762004	20.8295289	23.13463516	20.96350732	23.47716881
P04259	21.19387769	20.12405219	20.31986806	19.2784642	21.14152125	19.70196929	20.59867727	18.97794036	20.10664776	19.40979296	19.72841931	19.66040531	20.06813929	19.79711508	19.54152631	19.09931795	20.11075012	19.78373365	19.48435729	20.40539288	21.03710133	22.91189317	20.33085685	19.16994916	22.43159618	19.15807263	19.86422044	19.04909257	19.78744508	19.1494068	20.05597182	20.69818027	19.87569133	20.22112952	20.64733468	21.01064386	19.74045472	19.29993003	19.61174617	19.59498322	19.94765691	20.60226481	19.95363929	20.28144759	19.27482501	21.00500786	18.88491046	18.58732556	20.7418785	19.43517732	20.07735964	20.12899115	23.10537608	18.87267131	20.58263312	21.46114205	17.60372356	19.82618555	20.77231759	21.08579336	20.46208272	18.43605473
P04271	0.583661432	15.01331739	0.592675168	0.594273837	0.57945914	0.584771459	0.593041258	0.576357362	0.586018212	0.586117728	0.591827543	0.582627772	0.582252328	17.38422607	0.587006484	0.589879509	16.34842263	0.592077266	0.584020605	0.590796385	0.57575835	19.24772532	0.594071904	0.58829348	16.22703315	0.583327421	0.590587683	0.585140842	18.49427527	17.73767688	0.594381394	0.589910285	0.592114751	0.591912201	0.578160003	0.590222147	0.578571027	0.577210663	18.0251617	0.594505619	0.590556419	0.583678492	0.593128473	17.74189249	19.66231557	0.583172419	0.593710551	0.584409268	0.584728174	0.590800289	17.56066472	16.07748825	17.26302687	16.08707917	0.582057678	0.580858948	0.588391931	0.581537405	18.67723692	23.46839136	21.02286981	0.581760736
P04350	18.65881499	18.07394051	17.98067949	0.585006509	0.582228345	0.590804377	0.5820325	0.584800105	0.582170444	0.587530514	0.58214188	0.579557659	0.576644	20.87583455	0.58659113	18.04058789	18.2451942	0.590213141	18.67954034	18.75336234	18.99838883	0.586582571	19.0206548	0.588826859	0.592983022	0.59282422	0.590749986	19.23373274	0.589959491	0.589253112	19.25445257	0.580587946	19.3226981	19.53889	0.580847758	18.4464609	0.591554363	0.588478202	0.592085255	0.578586347	19.25143806	0.577377554	18.66119606	0.577805186	0.585220451	0.581683733	0.593246777	0.57718101	0.588995207	0.576505109	18.33418857	0.579144113	0.58432208	0.587603633	0.57641397	0.586969126	22.26416123	0.585465491	0.579646178	26.88850601	0.588661324	19.93813751
P04626	16.9671192	19.0434589	16.97562445	18.27690902	18.27475976	17.56658843	18.13852727	18.46999101	19.4103609	19.44160839	19.56022087	20.31703564	17.98111134	16.85458346	19.1530086	18.9019714	19.23767518	19.4903413	18.87641774	19.36202018	19.15065668	17.31583283	18.44588276	19.57795844	19.8125947	19.57540318	19.1783518	18.16153357	18.74863981	18.65604357	19.23883868	19.51741649	19.20252727	19.12477842	18.3470878	19.62359375	19.35628243	19.62627908	18.99690788	16.70802424	19.02112994	18.20355114	18.916975	18.47583076	18.20410035	18.34132743	20.02081331	18.11656115	21.38087809	17.53993689	17.5483163	17.37330155	18.21134665	17.06306356	19.54928186	19.47566603	14.15701102	19.21784916	18.70519289	0.594380158	19.44899785	18.3237648
P04732	0.588898732	20.38144526	15.61318155	18.09016089	13.73189915	15.79220705	15.34563724	15.12996764	0.57589862	18.10060604	17.90367438	0.581005693	18.76668024	16.75355434	16.82487214	17.48551095	19.83814183	19.42993357	19.04706798	19.09586555	20.13522846	15.85487989	12.63308458	17.19011403	17.52857501	19.09936932	18.99778531	15.66229677	18.71700812	14.33604421	17.20272977	16.89797643	19.02363322	20.55435125	18.76294777	20.29611957	20.40277697	20.7584532	19.98678844	19.76161605	21.1039908	17.87399787	18.23675933	17.02064887	0.583700147	15.74985388	16.26854814	19.59972583	0.581042087	0.589087665	0.588057259	0.582367676	16.19544911	0.593211987	0.582713021	16.28439205	0.583832713	18.21209943	18.32866425	0.577696481	0.589455062	19.01623803
P04745	21.06221153	19.21288952	20.76298081	17.82535256	0.578931989	0.575726215	18.35759402	18.33830114	3.257214168	18.0749824	22.35888148	21.49768777	0.587566452	0.582906093	0.587572807	21.71934505	21.66628057	22.6302959	20.3815011	21.89143125	21.57202824	18.58279894	0.582430379	0.592895997	0.586427732	21.6592242	20.9946742	20.08618126	18.30209055	0.590766909	20.811108	19.13234518	23.34678355	21.72200481	17.08688665	23.37086763	21.13982689	21.37901182	0.591718031	0.578091937	23.40220538	0.584672282	18.87101831	16.96631692	0.586211581	0.592198408	18.79228143	20.22167562	0.583591671	0.583455095	17.14333214	16.08356032	14.84522203	0.577919932	19.00215265	17.29363863	21.79209025	20.12798708	16.21585911	0.593970033	0.577125623	23.22493331
P04839	20.1315631	18.23701764	19.91947822	18.74283263	17.00859344	20.22080976	18.09238713	19.61313489	23.06736083	21.26057287	21.56033843	20.34125779	19.49940153	19.26586024	20.4348425	21.33166515	17.17847049	21.14161153	18.20412244	18.40606756	19.12754445	20.61097446	17.27008426	18.03006898	18.83895652	20.47571562	20.33557749	18.29815726	18.98800513	19.01226119	18.95328431	18.67874304	23.06413275	19.63865543	19.38694235	21.26703896	20.23654666	20.48596648	20.50049448	20.85590033	18.93013057	17.51589482	20.13671675	19.28561049	20.5699213	19.81784732	20.43974872	21.06856837	22.25746769	18.62741388	20.41148694	19.83818724	19.57009612	19.94950214	19.59088659	18.98294955	17.52156701	19.50229318	20.87511169	16.67678266	17.84520308	20.49391053
P04921	0.577864171	15.37332147	17.77221267	15.85793649	0.589429811	15.35280682	16.9366949	13.77654357	0.577279718	0.588370719	0.587005525	0.581097974	15.72239273	14.89111572	0.580166108	1.094944764	0.58787854	0.583107889	13.81175999	0.579652227	0.590216041	16.88726543	15.57037435	0.5788897	16.77105971	0.575512687	14.99448569	17.43913883	17.45159913	16.87801554	1	17.21486766	0.586056572	0.576519479	14.12281994	0.593009545	15.2267385	0.58588295	16.91191483	1.518136917	0.578112405	14.8040934	16.74192313	16.91939211	17.93974088	0.581596188	0.579177673	14.41592186	0.58023171	17.64020113	16.54397698	15.03865781	18.57668293	17.63225818	0.57618855	0.585566112	0.583796846	0.578601309	17.47259603	20.59126369	20.30574421	15.11609231
P05060	0.579115182	20.31398876	18.05357146	18.26652979	0.576503976	20.53328553	17.44339256	0.579809907	22.20955837	21.19897567	20.25599123	0.587148164	0.580680265	15.78244169	0.591235464	20.50505289	21.1272768	21.50626	22.56816895	20.30517377	22.0933339	18.64761949	20.81097028	20.63894714	17.37550735	20.40648738	17.9334958	19.94180658	1	17.41807392	20.64901963	16.93386288	21.01145847	21.30946234	0.5811964	21.116518	17.83617424	20.97546229	1.302104289	0.582717553	20.46434669	16.73289725	20.21143399	21.2931469	1.839851751	0.590794281	0.588090626	20.04834801	20.55961504	16.98268222	14.84397844	1	16.75162854	14.87969523	18.49444863	19.77731934	18.7983205	19.75446836	15.80946454	18.89732248	1.961217217	20.5778809
P05062	19.86572289	20.94662531	20.67831043	20.37510799	21.81550047	21.46230668	18.75329266	20.6459695	21.05113474	22.76476035	22.20508595	20.49774843	21.35034668	20.3947428	19.6318498	21.19095315	19.39184615	19.71801877	20.25753244	20.96557391	20.45103386	22.05616752	21.78058742	22.63633919	20.29639618	20.3601816	19.2635645	20.65847453	20.41315581	20.56307812	21.28956528	21.377788	20.34827754	20.72610619	20.99958211	19.94487485	20.05959878	19.56506697	22.15573344	20.96522274	19.57067603	21.29627392	21.41924862	21.12166551	21.18598242	22.90465327	18.77526756	20.732979	22.83339354	20.99608165	20.23642477	20.50459911	22.2077786	21.47540999	22.81565692	23.86093597	20.03421007	21.00467345	21.38485448	18.21438998	19.74070206	19.64398408
